samples	c000013359	c000014279	c000013920	c000013093	c000013188	c000013661	c000014110	c000008763	c000013262	c000013716	c000014242	c000010198	c000009717	c000013329	c000010342	c000009170	c000012998	c000013499	c000001766	c000011146	c000010143	c000010666	c000004387	c000008494	c000010994	c000001364	c000000068	c000013894	c000009073	c000013997	c000009214	c000012805	c000009107	c000001531	c000014077	c000000076	c000013622	c000000136	c000011323	c000010711	c000000003	c000000038	c000011690	c000002111	c000004498	c000001088	c000014187	c000004496	c000009499	c000003219	c000008669	c000011798	c000010669	c000000023	c000009469	c000000007	c000001530	c000010470	c000000034	c000000045	c000014207	c000000103	c000006995	c000001525	c000000101	c000012626	c000006160	c000013476	c000006326	c000010058	c000000764	c000000102	c000010781	c000000077	c000009824	c000006837	c000000115	c000005657	c000011280	c000014052	c000000160	c000012883	c000012582	c000000080	c000002912	c000004696	c000000125	c000000212	c000003514	c000006827	c000013958	c000013364	c000000589	c000012982	c000006166	c000007205	c000003512	c000011093	c000003114	c000001154	c000000042	c000009277	c000010870	c000005267	c000000145	c000001534	c000000032	c000009022	c000010057	c000013131	c000006165	c000009501	c000006988	c000001899	c000005947	c000009618	c000001907	c000000482	c000013477	c000010715	c000008885	c000008096	c000011448	c000000089	c000008288	c000007006	c000000119	c000005658	c000000133	c000001087	c000000281	c000000884	c000004497	c000002919	c000000015	c000002047	c000009788	c000011279	c000002110	c000000097	c000003932	c000010829	c000000207	c000009147	c000011147	c000010507	c000009983	c000001767	c000005148	c000007207	c000007219	c000011987	c000000073	c000002402	c000001526	c000011248	c000001902	c000013879	c000012237	c000010030	c000010892	c000013496	c000004905	c000012707	c000003694	c000010871	c000013070	c000010536	c000007779	c000006318	c000008991	c000011936	c000007868	c000005272	c000001370	c000012362	c000005652	c000011026	c000003317	c000010471	c000000193	c000012581	c000010943	c000001362	c000010893	c000005825	c000013593	c000005794	c000012958	c000000270	c000000161	c000009787	c000005526	c000004695	c000012061	c000000277	c000011868	c000012466	c000014163	c000010716	c000011346	c000003320	c000000607	c000010139	c000003940	c000000491	c000012186	c000008114	c000000098	c000007211	c000008888	c000009620	c000012187	c000005524	c000009215	c000006327	c000001913	c000010140	c000000172	c000012465	c000009564	c000013424	c000008405	c000010665	c000006997	c000012768	c000005668	c000011462	c000008672	c000005264	c000006652	c000007203	c000010201	c000002123	c000008852	c000010574	c000010031	c000002125	c000003677	c000009148	c000009665	c000005284	c000001704	c000006830	c000004500	c000012527	c000005435	c000009664	c000012727	c000007548	c000001761	c000012024	c000011871	c000009446	c000009691	c000010717	c000004621	c000005439	c000011460	c000002118	c000004615	c000010612	c000012136	c000005973	c000008570	c000013567	c000007630	c000012188	c000008568	c000006996	c000009827	c000008404	c000007865	c000012269	c000013868	c000010575	c000009254	c000012529	c000011062	c000008095	c000010619	c000012933	c000007639	c000007632	c000010713	c000004703	c000007981	c000008827	c000004819	c000000199	c000003324	c000012156	c000001376	c000008993	c000007448	c000003814	c000009447	c000012766	c000011615	c000007015	c000011915	c000010275	c000002914	c000012856	c000010780	c000005146	c000004239	c000010434	c000003321	c000008704	c000002918	c000013092	c000000294	c000013450	c000002920	c000011614	c000012928	c000013571	c000002813	c000011826	c000003516	c000002723	c000006820	c000012402	c000008113	c000011353	c000008771	c000007974	c000008097	c000011611	c000002407	c000009173	c000003817	c000007451	c000008402	c000009879	c000001382	c000007016	c000011148	c000010895	c000011199	c000010837	c000013534	c000004825	c000012389	c000011958	c000010778	c000007023	c000007005	c000012628	c000009106	c000011094	c000008705	c000005279	c000006772	c000010712	c000005004	c000011829	c000003706	c000012026	c000011454	c000001365	c000010935	c000012330	c000005270	c000009055	c000005972	c000008675	c000008805	c000011917	c000013822	c000013423	c000005651	c000009979	c000012470	c000013453	c000011324	c000001153	c000005666	c000000221	c000003812	c000013669	c000007434	c000009416	c000004403	c000000769	c000013538	c000005654	c000012528	c000009878	c000002049	c000000075	c000009278	c000011393	c000002413	c000013363	c000010204	c000013328	c000007444	c000005285	c000003705	c000006655	c000001644	c000001537	c000012980	c000009505	c000008120	c000006496	c000010435	c000009881	c000009692	c000004238	c000012630	c000008502	c000011561	c000001920	c000013866	c000013758	c000011391	c000001044	c000006332	c000003536	c000013883	c000002722	c000009255	c000011566	c000010344	c000013569	c000013721	c000001642	c000014116	c000012726	c000010340	c000012624	c000007012	c000012932	c000012332	c000013501	c000001379	c000013500	c000010113	c000010537	c000010114	c000002721	c000005429	c000011867	c000008807	c000012931	c000014189	c000013152	c000002418	c000006985	c000010439	c000009981	c000001390	c000010672	c000003685	c000012211	c000013069	c000009852	c000009023	c000012238	c000002119	c000012096	c000006828	c000011452	c000011032	c000005667	c000001363	c000014209	c000012359	c000010922	c000011801	c000011061	c000007777	c000012909	c000010392	c000004236	c000014229	c000010921	c000004506	c000003676	c000013999	c000002259	c000014226	c000013451	c000006001	c000011247	c000010572	c000011935	c000011455	c000000004	c000011914	c000009072	c000005950	c000008674	c000010394	c000013047	c000013304	c000014142	c000011035	c000012959	c000011988	c000009057	c000010832	c000005533	c000014164	c000009354	c000008853	c000011349	c000013791	c000004501	c000013806	c000011151	c000001045	c000002053	c000009544	c000008112	c000010093	c000009417	c000013267	c000014050	c000011196	c000012241	c000003223	c000002248	c000013595	c000011463	c000007634	c000007240	c000008829	c000013306	c000009575	c000013163	c000006770	c000004244	c000009853	c000008099	c000013930	c000013098	c000004514	c000013032	c000013048	c000012240	c000012031	c000010032	c000012210	c000010999	c000013810	c000013237	c000009448	c000013867	c000012710	c000012401	c000014261	c000011961	c000012094	c000013823	c000010667	c000014082	c000013000	c000014287	c000012936	c000013033	c000009977	c000010831	c000013959	c000013164	c000013133	c000012063	c000014243	c000014143	c000014035	c000009727	c000010092	c000012812	c000013845	c000014034	c000013808	c000010508	c000014265	c000013270	c000013626	c000013794	c000012908	c000013903
1St_01_Boonville	0	14	32	3	0	3	6	0	1	1	49	0	10	0	1	0	0	0	0	18	0	0	0	2	0	11	0	9	148	0	1	0	22	111	2	0	0	0	0	0	0	0	449	93	0	35	0	0	105	0	2	113	0	6	0	0	45	0	0	0	7	0	3	26	0	67	5	0	0	0	35	13	0	0	0	0	0	0	10	0	1	3	6	0	51	10	2	0	4	0	0	0	0	76	0	0	0	0	0	0	95	1	0	0	4	2	151	0	2	0	0	39	0	0	0	6	0	0	0	0	1	14	0	0	26	0	0	0	0	0	0	0	0	0	0	9	0	7	38	0	0	0	0	50	0	0	0	0	1	0	0	6	0	26	1	60	0	0	6	8	0	0	5	0	0	0	1	0	16	0	0	1	35	0	0	5	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	2	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	3	9	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	0	0	0	0	0	3	1	0	0	0	23	13	1	0	0	1	0	0	0	0	0	0	0	8	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	2	17	1	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	32	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	218	0	2	0	0	0	0	0	13	0	0	0	0	0	13	0	10	0	0	0	0	6	0	0	0	10	0	3	0	0	0	2	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	36	0	0	5	0	0	0	0	0	17	0	1	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	17	2	0	0	0	0	0	0	0	14	0	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	10	9	0	0	0	0	0	21	0	9	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1St_08_Springboro	0	12	228	20	0	1	1	0	25	3	69	0	21	0	0	0	1	0	0	175	1	0	0	0	0	45	0	38	1497	0	3	1	198	691	0	0	0	0	0	0	0	0	19	305	0	137	0	0	984	0	432	543	0	15	0	0	298	0	0	0	17	0	5	174	0	565	32	0	0	0	360	38	0	0	0	0	0	0	130	0	15	2	37	5	249	33	10	0	34	0	0	0	0	363	0	0	0	0	0	0	9	4	0	0	7	5	14	0	4	1	0	326	0	5	0	12	0	0	0	0	0	166	0	1	300	0	0	0	0	0	0	0	0	7	0	90	1	61	345	0	0	0	0	93	6	0	0	0	46	1	0	44	0	157	13	319	0	0	20	27	0	0	34	0	0	0	2	0	106	0	0	4	256	0	1	29	0	0	0	0	0	1	2	256	0	0	0	0	0	0	0	18	16	0	0	0	0	0	0	6	0	0	0	0	10	0	0	0	0	1	0	47	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	1	0	54	0	0	59	114	0	0	0	102	0	0	0	1	0	0	0	0	0	2	0	94	0	0	0	0	0	0	1	0	0	1	0	0	0	0	7	27	0	0	21	0	3	0	5	0	0	0	2	18	7	0	0	217	107	0	5	0	3	0	2	0	0	0	0	0	4	0	0	4	0	3	0	12	0	0	8	0	0	0	0	1	0	0	0	42	0	0	0	0	0	1	10	7	0	0	0	0	0	0	0	0	0	0	0	8	146	5	0	11	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	2	0	7	3	179	0	265	0	0	12	0	0	0	0	0	0	0	39	0	0	0	0	327	0	0	0	0	1	0	0	0	35	0	0	0	0	0	39	0	86	0	0	0	1	81	0	0	0	109	0	14	0	0	0	15	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	281	0	0	31	0	0	0	0	0	75	0	17	37	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	8	21	0	0	0	0	0	0	0	18	0	113	19	0	1	0	0	0	0	0	63	0	0	0	0	0	97	0	0	0	2	0	0	0	0	1	2	0	0	0	0	52	23	0	0	0	16	74	0	0	0	0	12	68	0	79	0	0	383	0	0	0	0	0	0	0	0	40	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1St_101_Portland	0	15	29	5	0	1	2	0	4	1	51	0	8	0	0	0	1	0	0	32	0	0	0	0	0	3	0	16	656	0	5	0	46	271	1	0	1	0	0	0	0	0	27	114	0	50	0	0	392	0	113	248	0	3	0	0	127	0	2	0	9	0	14	75	0	171	11	0	0	0	95	40	0	0	0	0	0	0	46	0	1	5	7	0	92	13	0	0	0	0	0	0	0	214	0	0	0	0	0	1	37	7	0	0	55	3	47	0	1	0	0	161	0	11	0	5	0	0	0	0	0	60	0	1	136	1	0	0	0	0	0	0	0	1	0	18	1	30	125	0	0	0	0	161	1	0	0	0	17	0	0	12	0	32	3	136	1	0	6	13	0	0	0	0	0	0	2	0	15	0	0	3	128	0	0	11	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	3	35	0	0	0	0	0	0	16	0	0	0	0	11	0	0	0	0	4	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	10	38	0	0	0	66	4	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	3	0	0	0	4	4	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	14	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	20	76	1	0	1	0	5	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	57	0	0	0	0	0	0	2	1	39	0	4	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	50	2	0	4	0	0	0	0	0	50	0	0	0	0	0	58	0	33	0	0	0	2	66	0	0	0	45	0	2	0	0	0	12	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	6	0	1	0	0	0	26	0	4	28	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	4	13	0	0	0	0	0	0	0	6	0	73	4	0	0	0	0	0	0	0	29	0	0	0	0	0	43	0	1	0	9	0	4	0	0	0	0	0	0	0	0	11	0	0	0	0	41	48	0	0	0	0	0	31	0	36	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1St_11_South_Shore	0	10	38	2	0	6	1	0	3	1	60	0	6	0	0	1	1	0	0	21	0	0	0	0	0	10	0	12	188	0	2	0	38	153	1	0	0	0	0	0	0	0	866	113	0	54	1	0	262	0	77	149	0	3	0	0	68	0	0	0	6	0	3	54	0	92	7	0	1	0	46	27	0	0	0	0	0	0	34	0	6	12	8	0	53	10	3	0	7	0	0	0	0	78	0	0	0	0	0	0	753	2	0	0	8	1	422	0	2	0	0	84	0	1	0	0	0	0	0	0	1	21	0	1	60	0	0	0	0	0	0	0	0	0	0	7	0	8	58	0	0	0	0	34	0	0	0	0	5	0	0	11	0	16	1	73	0	0	5	5	0	0	1	0	0	0	1	0	12	0	0	0	15	0	0	6	0	0	0	0	0	0	1	38	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	7	0	0	0	0	14	0	0	0	0	2	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	1	20	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	2	0	0	0	0	3	3	0	0	44	16	0	0	0	0	0	0	0	0	0	0	0	8	0	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	7	34	1	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	3	4	28	0	20	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	76	0	2	0	0	0	0	0	8	0	0	0	0	0	8	0	11	0	0	0	1	25	0	0	0	16	0	4	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	6	0	3	0	0	0	31	0	1	19	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	5	0	20	2	0	0	0	0	0	0	0	7	0	0	0	0	0	27	0	0	0	13	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	37	7	0	0	0	0	2	23	0	16	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1St_15_Gloucester	0	11	29	4	0	5	3	0	5	3	63	0	12	0	0	2	0	0	0	27	0	0	0	0	0	10	0	17	223	0	1	0	63	253	0	0	0	0	0	0	0	0	451	160	0	41	0	0	254	0	8	199	0	7	0	0	92	0	0	0	4	0	9	64	0	119	8	0	0	0	101	31	0	0	0	0	0	0	39	0	10	5	12	2	80	11	1	0	6	0	0	0	0	164	0	0	0	0	0	2	378	7	0	0	28	1	499	0	2	1	0	68	0	7	0	3	0	0	0	0	0	47	0	0	65	0	0	0	0	0	0	0	0	3	0	15	0	15	45	0	0	0	0	82	0	0	0	0	5	0	0	7	0	20	3	105	0	0	8	9	0	0	2	0	0	0	1	0	9	0	0	2	66	0	1	10	0	0	0	0	0	0	2	60	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	8	0	0	0	0	10	0	0	0	0	3	0	4	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	96	0	0	7	27	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3	0	0	0	1	0	0	0	0	4	8	0	0	41	28	0	0	0	0	0	0	0	0	0	0	0	14	0	0	3	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	1	1	12	0	0	0	0	0	0	0	0	1	0	0	5	48	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	1	1	5	34	0	45	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	9	11	0	3	0	1	0	0	0	20	0	0	0	0	1	25	0	16	0	0	0	1	30	0	0	0	24	0	4	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	9	0	0	0	0	0	30	0	5	13	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	8	0	37	2	0	0	0	0	0	0	0	14	0	0	0	0	0	32	0	1	0	8	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	38	23	0	1	0	0	2	22	0	11	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1St_165_Juneau_Douglas	0	731	80	1	9	12	8	0	2	13	4090	0	18	0	3	0	2	0	0	27	0	0	0	1	0	11	0	20	921	0	1	0	66	387	1	0	2	0	0	0	0	0	2	169	0	22	0	0	93	0	60	124	0	0	0	0	137	0	0	0	4	0	1	97	0	672	5	0	0	0	268	36	0	0	0	0	0	0	103	0	8	351	30	0	217	4	0	0	0	0	0	0	0	237	0	0	0	0	0	3	2	2	0	0	0	0	1	1	0	0	0	84	0	0	0	0	0	1	0	0	0	166	0	0	237	0	0	0	0	0	0	1	0	4	0	11	0	39	30	0	0	0	0	78	3	0	0	0	8	1	0	15	0	24	2	140	0	0	3	2	0	0	0	0	0	0	0	0	7	0	0	7	218	0	0	37	0	0	0	0	0	0	19	142	0	0	0	0	0	0	0	6	28	0	0	0	0	0	1	4	1	0	0	0	628	0	0	0	0	1	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	4	66	0	0	0	43	6	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	2	15	0	0	3	0	1	0	0	1	0	2	0	0	0	0	0	5	0	0	263	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	21	0	0	0	0	0	0	1	0	0	0	0	13	78	2	0	2	0	6	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	7	3	49	33	0	11	0	0	2	0	0	0	0	0	0	0	13	0	0	0	0	71	3	1	218	0	0	0	0	0	19	0	0	0	0	0	10	26	43	0	0	0	1	17	0	0	0	68	0	2	0	0	0	12	0	240	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	38	0	0	15	0	1	0	0	0	86	0	8	75	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	26	0	39	4	1	1	0	0	2	0	0	37	0	0	0	0	0	49	0	2	0	1	0	3	0	0	0	6	0	0	0	0	53	0	0	0	0	18	85	0	0	0	0	1	59	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1St_220_Honouliuli	0	2	42	1	0	1	0	0	8	1	17	0	6	0	0	0	0	0	0	20	1	0	0	0	0	9	0	32	326	0	0	0	34	138	0	0	0	0	0	0	0	0	613	82	0	31	0	0	321	0	3	95	0	4	0	0	40	0	0	0	9	0	27	37	0	126	5	0	0	1	96	16	0	0	0	0	0	0	65	0	1	4	12	0	58	11	0	0	0	0	0	0	0	123	0	0	0	0	0	0	92	5	0	0	37	1	25	0	0	0	0	129	0	0	0	2	0	0	0	0	0	42	0	1	86	0	0	0	0	0	0	0	0	1	0	14	0	33	115	0	0	0	0	51	1	0	0	0	7	0	0	12	0	16	2	49	0	0	12	12	0	0	0	0	0	0	5	0	2	0	0	1	53	0	0	6	0	0	0	0	0	0	1	26	0	0	0	0	0	0	0	2	14	0	0	0	2	0	0	7	0	0	0	0	11	0	0	0	0	1	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	2	17	0	0	0	48	1	0	0	0	0	1	0	0	0	0	0	45	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	3	5	0	1	4	2	6	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	27	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	1	22	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	5	1	20	0	34	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	14	27	1	3	0	0	0	0	0	33	0	0	0	0	0	24	0	30	0	0	0	1	38	0	0	0	27	0	5	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	59	0	1	32	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	2	8	0	5	0	0	0	0	0	6	0	27	2	0	0	0	0	0	0	0	28	0	0	0	0	0	20	0	0	0	0	0	1	0	0	0	2	0	0	0	0	4	2	0	0	0	76	17	0	0	0	0	1	45	0	17	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1St_37_Clintwood	0	77	174	7	0	7	25	0	13	5	115	0	12	0	1	0	2	0	0	133	0	0	0	0	0	25	0	47	538	1	1	0	176	1101	0	0	0	0	0	0	0	0	100	666	0	101	0	0	893	0	2	498	0	18	0	0	384	0	2	0	6	0	2	230	0	338	34	0	0	0	289	73	0	0	0	0	0	0	74	0	0	5	82	1	204	24	5	0	31	0	0	0	0	314	0	0	0	0	0	0	22	4	0	0	39	5	45	0	2	1	0	300	0	0	0	3	0	0	0	0	8	41	0	0	257	0	0	0	0	0	0	0	0	9	0	29	1	68	240	0	0	0	0	73	20	0	0	0	18	0	0	30	0	57	6	181	0	0	23	17	0	0	35	0	0	0	1	0	70	0	0	4	280	0	2	27	0	0	0	0	0	0	7	150	0	0	0	0	1	0	0	8	2	0	0	0	0	0	0	17	0	0	0	0	15	0	0	0	0	4	2	11	0	0	0	20	0	0	0	4	0	0	0	0	0	0	0	0	0	0	27	0	0	10	57	0	0	0	35	0	0	0	0	0	0	0	0	1	0	0	70	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	36	0	0	136	0	0	0	5	1	0	0	4	49	13	1	3	85	139	0	3	1	1	0	0	0	0	0	0	0	18	0	0	7	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	12	14	0	0	0	0	0	0	1	0	0	0	0	16	111	12	0	12	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	3	19	173	0	16	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	23	8	2	6	0	0	0	0	0	38	0	0	0	0	0	18	1	36	0	0	0	1	44	0	0	0	56	0	8	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	39	0	2	0	0	0	75	0	15	31	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	9	15	0	2	0	0	0	0	0	16	0	37	26	0	0	1	0	0	0	0	16	0	0	0	0	0	31	0	0	0	9	0	5	0	0	2	1	0	0	0	0	14	9	0	0	0	49	33	0	0	0	0	13	50	0	72	0	0	0	0	0	0	0	0	0	0	0	50	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1St_52_Duncansville	0	10	43	4	0	2	6	0	7	1	33	0	6	0	0	0	4	0	0	45	0	0	0	0	0	11	0	22	262	0	1	0	55	242	0	0	1	0	0	0	0	0	132	138	0	67	0	0	447	0	336	94	0	8	0	0	113	0	0	0	7	0	8	66	0	188	7	0	1	0	84	33	0	0	0	0	0	0	50	0	1	6	11	1	68	19	1	0	8	0	0	0	0	130	0	0	0	0	0	4	36	4	0	0	12	0	148	0	0	0	0	156	0	2	0	6	0	0	0	0	0	50	0	0	60	0	0	0	0	0	0	0	0	1	0	15	0	10	103	0	0	0	0	68	0	0	0	0	7	0	0	18	0	35	1	83	0	0	9	18	0	0	9	0	0	0	1	0	15	0	0	2	74	0	0	8	0	0	0	0	0	0	1	68	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	14	0	0	0	0	8	0	0	0	0	2	0	8	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	144	0	0	5	20	0	0	0	42	1	0	0	0	0	0	2	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	9	0	0	0	2	2	0	0	0	9	2	0	0	61	34	1	1	0	0	0	0	0	0	0	0	0	14	0	0	2	0	1	0	12	0	0	2	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	7	36	3	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	2	2	52	0	186	0	0	1	0	0	0	0	0	0	0	13	0	0	1	0	19	6	0	0	0	0	0	0	0	20	0	0	0	0	0	16	1	25	0	0	0	0	44	0	0	0	23	0	8	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	0	0	0	36	0	7	45	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	8	0	23	7	0	0	0	0	0	0	0	36	0	0	0	0	0	25	0	1	0	8	0	0	0	0	0	1	0	0	0	0	27	12	0	0	0	42	15	0	0	0	0	0	43	0	33	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
