samples	b000017658	b000017564	b000017662	b000017383	b000017140	b000017493	b000013729	b000005288	b000017520	b000014270	b000005698	b000015998	b000000061	b000000022	b000016427	b000016196	b000006557	b000004246	b000000133	b000014102	b000014703	b000001131	b000010786	b000014194	b000001900	b000007407	b000000105	b000002264	b000000170	b000005176	b000014374	b000016500	b000000495	b000014704	b000009923	b000006706	b000007235	b000005287	b000016378	b000012152	b000008973	b000002543	b000016921	b000012157	b000015026	b000012672	b000017215	b000010444	b000014558	b000017325	b000013589	b000013777	b000015153	b000013675	b000000058	b000013852	b000003127	b000006897	b000017118	b000000079	b000005078	b000011546	b000017306	b000011110	b000013892	b000006899	b000012353	b000004726	b000006904	b000008451	b000000102	b000013590	b000004729	b000005077	b000000202	b000005840	b000015851	b000011113	b000013676	b000000173	b000010150	b000013732	b000010046	b000010784	b000014895	b000002793	b000012865	b000014939	b000016172	b000014375	b000017032	b000012878	b000013775	b000003990	b000005702	b000013213	b000015449	b000000167	b000014798	b000016040	b000002143	b000015326	b000016719	b000008465	b000014943	b000012881	b000014896	b000015098	b000010701	b000011779	b000013779	b000015537	b000017350	b000000109	b000004654	b000000169	b000005701	b000008460	b000000166	b000002270	b000012877	b000004728	b000000007	b000013673	b000014041	b000000858	b000000180	b000000025	b000013991	b000015589	b000009662	b000015629	b000017031	b000015534	b000009309	b000002273	b000015157	b000015095	b000011772	b000000154	b000005295	b000015094	b000004088	b000000143	b000008199	b000011903	b000013168	b000014347	b000000093	b000000073	b000000065	b000013021	b000007797	b000015096	b000015999	b000008478	b000011366	b000015487	b000011112	b000006714	b000015357	b000000091	b000017349	b000005175	b000002049	b000000505	b000000198	b000000006	b000000131	b000009464	b000007943	b000012872	b000016688	b000000205	b000016103	b000015008	b000016068	b000014303	b000015725	b000014107	b000011540	b000000069	b000015965	b000000258	b000009595	b000016877	b000005289	b000003121	b000012465	b000002680	b000015964	b000000162	b000004977	b000011770	b000014455	b000013389	b000012666	b000000128	b000001150	b000016471	b000013674	b000014232	b000003991	b000007239	b000014861	b000012866	b000005448	b000000174	b000008675	b000014067	b000000074	b000013024	b000015628	b000013962	b000010901	b000014651	b000003129	b000003132	b000014193	b000003810	b000003141	b000013274	b000014739	b000010785	b000015285	b000016573	b000017577	b000003723	b000001502	b000016570	b000012579	b000012869	b000002810	b000001292	b000017348	b000006911	b000002403	b000009308	b000011991	b000011992	b000004974	b000005178	b000014148	b000004539	b000011538	b000008385	b000011905	b000000031	b000008679	b000015630	b000009927	b000016546	b000007237	b000002040	b000002259	b000003604	b000004884	b000001130	b000013563	b000015448	b000000215	b000011665	b000000001	b000005076	b000006166	b000003298	b000004651	b000001652	b000001496	b000012455	b000012882	b000014501	b000015029	b000016237	b000016687	b000016623	b000005940	b000015251	b000006169	b000005079	b000009593	b000003125	b000016324	b000017253	b000015538	b000007230	b000013565	b000000182	b000013357	b000016173	b000014021	b000015762	b000016922	b000015358	b000015909	b000011902	b000016472	b000015929	b000013032	b000010358	b000007227	b000012758	b000006898	b000010572	b000013919	b000008475	b000015226	b000011047	b000003995	b000014797	b000015763	b000014979	b000010045	b000002813	b000001787	b000009797	b000016235	b000009120	b000007417	b000013992	b000005502	b000001002	b000013313	b000006716	b000014456	b000013316	b000010783	b000000260	b000010155	b000015679	b000003470	b000008972	b000007495	b000013497	b000017065	b000000135	b000008382	b000017250	b000010898	b000002547	b000014839	b000002549	b000016109	b000008386	b000016969	b000003610	b000005841	b000012675	b000012759	b000017029	b000004448	b000013414	b000008673	b000006717	b000008832	b000006712	b000013359	b000003989	b000016113	b000001427	b000001489	b000013170	b000016686	b000005082	b000002404	b000015882	b000007792	b000013455	b000012870	b000012885	b000001006	b000011666	b000004650	b000007036	b000012359	b000005700	b000005311	b000007155	b000017067	b000011996	b000002402	b000001782	b000000868	b000017622	b000011368	b000017161	b000016923	b000010573	b000008837	b000011660	b000015794	b000003461	b000017572	b000011539	b000009105	b000013920	b000006709	b000004092	b000005925	b000013735	b000006918	b000001009	b000011653	b000007034	b000005174	b000006168	b000016236	b000003597	b000010790	b000007232	b000004972	b000017623	b000017660	b000000848	b000014432	b000009123	b000002799	b000015765	b000004543	b000015287	b000013534	b000001785	b000008678	b000003816	b000015795	b000017326	b000017094	b000007516	b000001904	b000017389	b000016431	b000012217	b000005848	b000007637	b000013275	b000014586	b000017626	b000010450	b000000241	b000016595	b000000223	b000001162	b000016995	b000014379	b000011652	b000008272	b000015678	b000012864	b000010361	b000001658	b000015592	b000002048	b000013879	b000006248	b000014504	b000002986	b000002984	b000006732	b000017217	b000010152	b000004096	b000012887	b000014841	b000010259	b000009590	b000002144	b000016326	b000015206	b000011051	b000013854	b000012218	b000015881	b000006559	b000006072	b000013390	b000002257	b000002292	b000015452	b000007152	b000016545	b000016843	b000010698	b000010702	b000006707	b000003728	b000001485	b000014864	b000006081	b000007635	b000000413	b000008268	b000016281	b000015724	b000009132	b000001293	b000017664	b000006330	b000004892	b000015931	b000016628	b000012584	b000017000	b000012893	b000003302	b000016994	b000008208	b000000615	b000009680	b000011781	b000017257	b000016069	b000016882	b000016280	b000011543	b000013217	b000007411	b000017311	b000015488	b000013533	b000016575	b000009685	b000014981	b000004463	b000012762	b000017252	b000014043	b000013960	b000016503	b000017165	b000010265	b000005503	b000000411	b000017099	b000013644	b000012578	b000010266	b000002286	b000015486	b000000601	b000011248	b000014233	b000013853	b000001909	b000017495	b000011664	b000014349	b000013499	b000015908	b000017119	b000016596	b000013564	b000001655	b000001431	b000013645	b000006715	b000010906	b000011131	b000014738	b000013453	b000017524	b000013734	b000014433	b000014587	b000001305	b000017459	b000015250	b000014272	b000017144	b000016042	b000014865	b000015011	b000007959	b000010566	b000009128	b000015208	b000014149	b000016381	b000000277	b000015292	b000014560	b000004097	b000015390	b000006251	b000017307	b000014168	b000015966	b000015793	b000015391	b000003313	b000004563	b000016012	b000001789	b000001778	b000006334	b000011662	b000005842	b000014459	b000017030	b000016848	b000014071	b000015796	b000009803	b000009686	b000014022	b000017451	b000014346	b000016198	b000004540	b000011790	b000005449	b000012481	b000015227	b000006945	b000013145	b000016718	b000011136	b000016329	b000013144	b000016335	b000016970	b000014166	b000017526	b000015854	b000012241	b000016364	b000013877	b000014562	b000015337	b000016361
1St_01_Boonville	138	110	436	381	0	168	24	156	0	38	74	12	0	0	4460	0	0	0	0	2934	257	1	0	0	3	0	0	13	190	0	0	0	0	189	1	0	0	30	169	89	0	2	0	373	86	2	3	0	0	0	193	7	33	0	0	2	0	0	0	1	1	0	0	0	2	0	87	1	0	4	0	150	4	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	9	33	0	0	0	0	0	0	123	0	0	2	0	0	1	0	0	152	0	0	0	0	4	1	1	655	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	141	97	0	0	0	0	0	0	0	0	0	0	0	53	1	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	2	0	0	0	415	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	212	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	2	0	48	0	0	22	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	44	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	22	0	0	0	0	0	0	0	0	33	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	125	0	0	0	0	35	0	0	4	0	0	0	0	0	97	0	0	90	0	0	0	0	2	0	0	0	0	0	143	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1St_08_Springboro	278	288	2155	1884	4	1047	90	1282	1	251	328	40	0	0	236	0	0	0	0	445	1436	8	0	0	8	0	0	34	692	0	0	0	0	1220	6	0	0	188	614	7675	0	6	0	1349	455	3	4	0	0	0	1426	38	180	2	0	9	0	0	0	3	1	0	0	0	1	0	86	2	0	12	0	1002	3	0	0	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	110	200	0	0	3	0	0	0	1041	0	0	1	0	0	0	0	0	876	1	0	0	0	14	0	4	69	0	0	0	0	0	0	0	0	0	0	0	22	690	0	0	570	775	0	0	0	0	0	0	0	0	0	0	0	228	5	0	0	0	570	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	320	1	0	0	0	61	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	57	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	2	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	18	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	17	0	227	0	0	542	0	1	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	217	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	13	0	0	0	0	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	212	281	0	0	0	0	0	0	0	0	208	0	0	0	0	0	2	0	6	0	3	4	0	0	0	0	0	0	640	0	0	0	0	0	0	0	0	0	0	0	68	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	0	0	2	0	128	0	0	7	0	0	0	0	0	3	0	0	0	4	0	0	0	3	0	0	0	0	0	33	0	0	0	11	0	0	0	3	9	0	1	0	1	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1St_101_Portland	1367	508	549	550	22	224	475	185	10	85	103	31	0	1	136	1	0	0	0	38	331	6	0	0	1	0	0	56	238	2	0	0	0	372	21	0	0	36	184	82	0	7	0	103	95	4	16	0	0	0	367	34	31	2	0	60	0	0	0	1	2	0	1	0	4	0	81	3	0	15	1	299	8	1	0	0	2	0	7	0	5	7	0	0	5	4	0	2	0	0	0	0	15	0	0	0	0	0	0	29	49	0	0	5	1	0	0	170	0	0	7	0	0	24	0	0	166	0	0	0	0	7	0	7	8	0	0	0	0	0	0	0	0	0	0	4	4	120	0	0	141	117	0	0	0	0	0	0	0	0	0	0	0	68	6	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	106	12	0	0	0	4	0	0	6	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	7	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	29	2	0	3	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	10	0	13	0	0	0	5	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	28	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	41	0	44	0	0	3	0	4	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	4	0	0	0	0	0	0	28	0	0	0	0	31	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	29	41	0	0	0	0	0	0	0	0	49	0	0	0	1	19	2	0	1	0	5	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	3	0	0	1	0	36	0	0	112	0	0	0	0	0	55	0	2	2	1	0	0	0	0	0	0	0	1	0	50	0	0	0	19	0	0	3	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1St_11_South_Shore	165	85	267	245	4	102	36	95	2	35	70	2	0	0	2961	0	0	0	0	3019	146	1	0	0	0	0	0	6	170	0	0	0	0	196	0	0	0	15	145	109	0	0	0	256	43	2	1	0	0	0	240	3	15	0	0	6	0	0	0	0	1	0	0	0	1	0	2443	0	0	2	0	190	2	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	14	36	0	0	1	0	0	0	117	0	1	0	0	0	1	0	0	125	0	0	0	0	2	1	1	434	0	0	0	0	0	0	0	0	0	0	1	0	67	0	0	79	81	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	52	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	243	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	52	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	7	0	18	0	0	6	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	328	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	27	0	0	0	0	0	0	0	0	35	0	0	0	0	0	4	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	14	0	0	63	0	0	0	0	0	72	0	0	23	0	0	0	0	1	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1St_15_Gloucester	273	160	316	292	6	97	70	113	0	34	57	6	0	0	1221	0	0	0	0	2991	187	1	0	0	1	0	0	10	196	0	0	0	0	273	1	0	0	24	196	195	0	1	0	279	63	2	1	0	0	0	268	3	20	0	0	12	0	0	0	0	1	0	0	0	6	0	362	0	0	2	0	127	2	0	0	0	1	0	3	0	1	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	8	32	0	0	0	0	0	2	123	0	1	2	0	0	5	0	0	99	0	0	0	0	4	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	77	81	0	0	0	0	0	0	0	0	0	0	0	49	4	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	95	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	46	0	2	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	248	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	4	0	21	0	0	21	0	1	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	40	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	22	0	0	0	0	0	0	0	0	26	0	0	0	0	0	2	0	2	0	2	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	19	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	21	0	0	44	0	0	0	0	0	174	0	0	7	2	0	0	0	1	0	0	0	0	0	20	0	0	0	0	0	0	3	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1St_165_Juneau_Douglas	1826	1450	1160	977	14	169	395	134	0	196	147	85	0	0	9	0	1	0	0	14	735	12	0	0	3	0	0	114	332	6	0	0	0	824	32	0	0	38	278	219	0	9	0	2727	145	0	40	0	0	0	810	71	34	0	0	74	0	0	0	0	2	0	3	0	10	0	51	4	0	23	0	556	20	0	0	0	0	0	32	0	1	1	0	0	17	0	0	1	0	0	0	0	18	1	0	0	0	0	0	110	160	0	0	6	0	0	2	183	0	0	1	0	0	7	0	0	253	1	0	4	0	30	0	11	2	0	0	0	0	0	0	0	0	0	0	5	1	116	0	0	264	118	0	0	2	0	0	0	0	0	0	0	0	120	27	0	0	0	122	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	174	17	0	0	0	2	0	0	2	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	1	0	28	0	0	0	12	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	4	0	0	9	0	0	0	4	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	7	0	42	0	0	18	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	7	0	0	0	0	0	10	2	0	0	0	0	0	0	60	0	0	0	0	60	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	75	70	0	0	0	0	0	0	0	0	53	0	0	0	0	9	15	0	657	0	14	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	6	0	29	0	0	26	4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	1	0	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1St_220_Honouliuli	639	257	1193	747	10	336	304	314	2	106	128	31	0	0	1793	0	1	0	0	795	560	4	0	0	2	0	0	40	324	0	0	0	0	461	15	0	0	105	128	1	0	6	0	1226	238	4	11	0	0	0	467	9	45	0	0	35	0	0	0	0	0	0	1	0	1	0	1	0	0	10	0	356	8	0	0	0	1	0	4	0	0	1	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	1	150	157	0	0	1	0	0	0	245	0	0	3	0	0	4	0	0	219	0	0	0	0	13	1	3	270	0	0	0	0	0	0	0	0	0	0	3	2	149	0	0	105	171	0	0	1	0	0	0	0	0	0	0	0	131	4	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	2	0	0	0	262	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	2	0	0	0	0	0	1	0	0	0	0	65	0	0	0	0	0	0	0	0	92	0	8	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	11	0	20	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	13	0	0	0	0	0	0	0	17	0	0	0	0	35	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	57	0	0	0	0	0	0	0	0	58	0	0	0	0	3	1	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	39	0	0	2	0	29	0	0	0	1	0	0	0	0	28	0	0	121	0	0	0	0	1	0	0	0	0	0	37	0	0	0	1	0	0	0	13	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1St_37_Clintwood	196	205	1104	1237	0	394	90	383	2	108	319	92	0	0	283	0	1	0	0	382	639	0	0	0	1	0	0	2	998	0	0	0	0	461	0	0	0	24	449	66	0	0	0	382	145	1	1	0	0	0	1084	3	15	2	0	3	0	0	0	0	3	0	1	0	7	0	29	0	0	14	0	952	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	311	150	0	0	1	0	0	0	296	0	0	0	0	0	0	0	0	546	0	0	0	0	20	0	1	116	0	0	0	0	0	0	0	0	0	0	0	3	483	0	0	323	228	0	0	0	0	0	0	0	0	0	0	0	107	9	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	96	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	1	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	48	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	15	0	50	0	0	5	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	239	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	33	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	104	83	0	0	0	0	0	0	0	0	79	0	0	0	0	1	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	177	0	0	1	0	0	0	0	0	21	0	0	11	0	0	0	0	1	0	0	0	0	0	15	0	0	0	2	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
