samples	Animal	c000018832	c000019178	c000010907	c000018951	c000018595	c000017234	c000014932	c000018808	c000014042	c000015535	c000013582	c000019091	c000018140	c000017299	c000014180	c000017494	c000016606	c000017914	c000016737	c000018072	c000006311	c000007358	c000018780	c000012111	c000014181	c000010999	c000009740	c000012449	c000015365	c000012540	c000014728	c000007356	c000018418	c000000076	c000011285	c000000017	c000006078	c000018459	c000016041	c000018719	c000019160	c000015105	c000013878	c000014836	c000017978	c000014658	c000015324	c000012355	c000006703	c000000055	c000011456	c000014832	c000014896	c000011777	c000017546	c000017197	c000013973	c000014607	c000000276	c000015401	c000004805	c000009593	c000018267	c000015987	c000000053	c000000073	c000002420	c000006085	c000011937	c000003299	c000000048	c000017734	c000018901	c000010976	c000005006	c000006575	c000001485	c000012395	c000014894	c000013740	c000005724	c000015400	c000017896	c000017156	c000000069	c000011455	c000018339	c000010763	c000005171	c000004251	c000001453	c000004033	c000014247	c000019045	c000005607	c000014702	c000016837	c000000012	c000015868	c000009273	c000012715	c000006444	c000000086	c000002583	c000013246	c000016777	c000000111	c000004814	c000009267	c000013848	c000018381	c000016364	c000014123	c000011593	c000000064	c000010853	c000001446	c000015215	c000016492	c000005935	c000005613	c000007466	c000000082	c000009111	c000006090	c000003755	c000000149	c000000625	c000018652	c000015009	c000009944	c000006319	c000014892	c000007765	c000011115	c000000079	c000008041	c000000133	c000001246	c000015872	c000015175	c000002952	c000014154	c000012716	c000017423	c000008205	c000001341	c000005003	c000011000	c000012661	c000017599	c000008438	c000009264	c000000039	c000014520	c000011046	c000000169	c000016840	c000001235	c000019135	c000000167	c000011523	c000005930	c000003418	c000001476	c000013156	c000011184	c000000837	c000004820	c000015955	c000011530	c000004809	c000004043	c000015174	c000000078	c000006099	c000008044	c000000146	c000015262	c000000056	c000014155	c000006074	c000011597	c000017953	c000012172	c000010659	c000001048	c000000119	c000009782	c000002426	c000005005	c000002954	c000003762	c000003757	c000012545	c000000258	c000014338	c000005017	c000005462	c000010140	c000009431	c000012840	c000008760	c000007871	c000007693	c000002955	c000013933	c000018383	c000009282	c000012026	c000002143	c000017344	c000003301	c000007139	c000012908	c000016242	c000017195	c000000831	c000009780	c000009105	c000007468	c000001443	c000016838	c000013092	c000009272	c000003198	c000017864	c000013370	c000013935	c000004806	c000015364	c000018266	c000012500	c000017012	c000009642	c000009831	c000017341	c000013157	c000004687	c000018574	c000008202	c000006702	c000007876	c000016527	c000012717	c000011821	c000002582	c000014895	c000007141	c000017598	c000012718	c000018315	c000011426	c000014044	c000011779	c000012663	c000008743	c000004802	c000009270	c000018182	c000015008	c000000116	c000001046	c000017199	c000010009	c000003087	c000007467	c000017863	c000017735	c000011599	c000015622	c000002280	c000016868	c000013128	c000013662	c000004804	c000000472	c000005446	c000004032	c000014522	c000010388	c000013283	c000013189	c000000277	c000009941	c000000099	c000016464	c000007211	c000016867	c000003598	c000015469	c000004614	c000000627	c000011889	c000002284	c000010658	c000012356	c000016241	c000012748	c000004812	c000006963	c000017046	c000016064	c000008741	c000007138	c000004611	c000010482	c000015509	c000017955	c000003094	c000018979	c000003423	c000008046	c000009266	c000009698	c000009636	c000015869	c000016529	c000010906	c000011185	c000010336	c000002965	c000011820	c000014243	c000011823	c000013007	c000003905	c000009269	c000010008	c000007873	c000007217	c000011112	c000004261	c000006573	c000015432	c000011427	c000004803	c000010048	c000017545	c000015830	c000002577	c000012254	c000002580	c000012320	c000000852	c000010139	c000009832	c000014343	c000001904	c000016977	c000015927	c000007228	c000013406	c000015216	c000006708	c000018742	c000010592	c000002966	c000018022	c000002950	c000010716	c000008346	c000017235	c000017135	c000006076	c000011701	c000002597	c000013557	c000000839	c000004818	c000015323	c000001344	c000007214	c000011236	c000012091	c000015628	c000005353	c000016405	c000011183	c000004272	c000017852	c000005007	c000000190	c000016609	c000009942	c000001047	c000018627	c000010332	c000015590	c000005177	c000017447	c000013821	c000000054	c000005738	c000002133	c000005175	c000000283	c000011705	c000016566	c000009746	c000017708	c000008040	c000006700	c000014250	c000001057	c000010909	c000009745	c000012249	c000018626	c000008740	c000012615	c000015956	c000010595	c000015591	c000015925	c000009696	c000015507	c000006832	c000010333	c000004822	c000000629	c000007697	c000016043	c000003302	c000014551	c000014242	c000013327	c000010491	c000005022	c000011609	c000017446	c000008610	c000001457	c000011822	c000006323	c000006082	c000011883	c000016526	c000006439	c000017497	c000007870	c000003780	c000004686	c000017045	c000005009	c000010914	c000015661	c000015593	c000009276	c000014803	c000014521	c000017498	c000010149	c000011144	c000016720	c000016679	c000004185	c000018834	c000017650	c000000838	c000014046	c000014609	c000017477	c000014730	c000000636	c000018106	c000002757	c000002430	c000015926	c000010146	c000000139	c000003771	c000018183	c000014898	c000009884	c000011233	c000008206	c000016463	c000015472	c000009595	c000017549	c000012750	c000007604	c000000040	c000008600	c000018743	c000009644	c000013689	c000011324	c000004801	c000001054	c000014050	c000008204	c000002585	c000000309	c000011981	c000010252	c000010335	c000013556	c000012298	c000005457	c000017793	c000007764	c000003915	c000017651	c000018585	c000017134	c000011327	c000001043	c000016163	c000009835	c000009118	c000004267	c000013000	c000000458	c000012321	c000001507	c000014461	c000009639	c000018523	c000011522	c000009423	c000005181	c000010910	c000005352	c000001238	c000009291	c000017157	c000016188	c000016564	c000015718	c000014183	c000007230	c000012754	c000012301	c000011002	c000018501	c000015627	c000015870	c000001458	c000011397	c000012357	c000002586	c000016366	c000018838	c000010051	c000018720	c000013847	c000013974	c000005931	c000004825	c000016189	c000013441	c000000156	c000011325	c000016068	c000000480	c000010427	c000017795	c000014661	c000013739	c000013222	c000017782	c000014933	c000016406	c000014489	c000011286	c000016013	c000012451	c000015829	c000017814	c000017884	c000018050	c000015874	c000012452	c000014705	c000006698	c000006961	c000014486	c000006083	c000012030	c000004189	c000014156	c000007222	c000003088	c000012029	c000011606	c000016651	c000013190	c000004265	c000018836	c000012839	c000016129	c000005468	c000017831	c000014802	c000000268	c000016384	c000013742	c000016165	c000013221	c000010829	c000012175	c000005191	c000013590	c000006978	c000016292	c000018419	c000017913	c000012065	c000010855	c000004186	c000013586	c000014462	c000016295	c000016706	c000006962	c000016012	c000002134	c000016015	c000013408	c000016650	c000010826	c000016740	c000009641	c000014342	c000017828	c000000163	c000011601	c000010773	c000017897	c000006088	c000018877	c000013885	c000006825	c000016294	c000012064	c000017829	c000016132	c000018938	c000018317	c000017813	c000018105	c000017689	c000018500	c000011707	c000008602	c000002760	c000014552	c000005959	c000016450	c000012397	c000009424	c000016956	c000001984	c000000327	c000013332	c000004438	c000010656	c000012253	c000010463	c000002276	c000011615	c000002428	c000011939	c000013638	c000017883	c000016681	c000016866	c000019022	c000009837	c000015988	c000013692	c000017089	c000019027	c000014493	c000012223	c000012256	c000016429	c000018937	c000016322	c000018955	c000017762	c000009940	c000019012	c000018811	c000010249	c000018052	c000006572	c000015576	c000005449	c000001995	c000013281	c000017980	c000001907	c000011241	c000017424	c000013098	c000018341	c000008599	c000008909	c000006077	c000013161	c000012090	c000017765	c000012322	c000016449	c000016323	c000013371	c000008349	c000015574	c000018143	c000016269	c000018904	c000016603	c000016131	c000013823	c000007698	c000006584	c000016271	c000018221	c000016365	c000016044	c000017304	c000010426	c000018599	c000002574	c000007888	c000016957	c000005452	c000001784	c000018983	c000018675	c000016719	c000013777	c000012225	c000013781	c000013822	c000017784	c000013368	c000012450	c000007696	c000015270	c000012719	c000011146	c000012503	c000010661	c000010141	c000006098	c000016428	c000019021	c000018587	c000018575	c000017688	c000002761	c000014121	c000012114	c000008914	c000016496	c000015539	c000013004	c000018073	c000017480	c000018525	c000013452	c000001783	c000015433	c000005472	c000015107	c000013975	c000013247	c000018810	c000018549	c000016348	c000018676	c000016704	c000017085	c000010489	c000011980	c000004553	c000016164	c000019162	c000019011	c000018463	c000016590	c000004549	c000019047	c000016386	c000018597	c000018021	c000018674	c000018781	c000019124	c000013666	c000016347	c000016592	c000013639	c000019137	c000019123	c000018602	c000017854	c000013695	c000019186	c000017711	c000018043	c000016613	c000019100
1St_09_Woodbran	Sewage	0	107	43	0	2	0	0	0	6	3	1	8	0	0	15	0	0	0	608	3	193	40	0	7	2	0	0	40	145	0	20	0	278	0	205	0	365	0	0	9	0	276	0	0	0	2	0	0	8	63	110	0	0	15	0	0	0	63	7	0	0	0	0	135	0	306	0	10	0	0	623	0	0	24	37	2	0	3	0	13	0	3	0	0	160	183	68	0	11	0	7	12	0	0	0	0	189	12	0	1	0	0	62	0	9	0	2	0	0	0	68	0	0	0	0	270	3	0	0	0	0	0	0	14	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	69	0	0	0	0	0	0	0	0	100	0	38	3	0	10	0	0	0	2	0	6	14	0	0	1	0	0	121	2	10	0	0	1	0	0	0	0	0	0	0	1	0	5	0	96	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	24	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	11	0	119	0	17	0	0	0	0	0	1	76	0	0	0	0	0	0	0	0	0	88	4	0	0	0	0	0	51	0	2	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	1	0	0	0	7	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	24	0	0	0	1	0	0	0	55	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	16	0	43	0	1	0	5	0	4	1	0	5	0	0	0	0	2	0	0	0	0	26	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	3	0	3	7	0	0	34	0	0	0	5	1	0	0	0	0	1	0	43	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	47	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	22	0	0	50	0	3	0	0	0	0	0	0	12	0	1	0	0	33	14	4	0	0	0	0	60	0	0	5	0	0	1	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	20	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
1St_103_Vancouver_Westside	Sewage	0	32	6	0	4	0	0	0	1	3	0	3	0	0	2	0	1	0	146	1	49	15	0	9	0	0	1	12	103	0	6	0	151	0	54	0	91	0	0	11	0	126	0	0	0	0	0	0	3	14	33	0	0	6	1	0	0	28	2	0	0	0	0	126	0	108	0	4	0	0	32	0	0	10	15	0	0	1	0	8	0	2	0	0	59	83	28	0	5	0	3	17	0	0	0	0	42	10	0	1	0	0	21	0	4	0	4	0	0	0	30	0	0	0	0	128	0	0	0	1	0	0	0	5	0	0	0	0	0	43	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	50	0	0	0	0	0	0	0	0	63	0	7	1	0	18	0	0	0	1	0	23	5	0	0	0	0	0	59	0	3	0	0	1	0	0	0	0	0	1	0	1	0	3	0	54	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	14	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	41	0	2	0	58	0	12	1	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	40	1	0	0	0	0	0	31	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	35	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	17	0	1	0	3	0	13	0	0	1	0	3	0	0	2	1	0	0	0	9	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	15	1	0	0	0	0	0	25	0	0	4	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	9	0	25	0	1	0	0	0	0	0	0	0	0	0	0	0	27	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1St_108_Freeport	Sewage	0	73	22	0	0	0	0	0	4	5	0	4	0	0	4	1	0	0	254	0	34	18	0	6	0	0	0	16	133	0	12	0	316	0	101	0	240	0	0	11	0	262	0	0	0	0	1	0	3	45	35	0	0	10	0	0	0	40	4	0	0	0	0	212	0	41	0	1	0	0	440	0	0	17	31	0	0	3	0	6	0	0	0	0	81	99	52	0	4	0	5	25	0	0	0	0	122	30	0	0	0	0	28	0	12	0	6	0	0	0	95	0	0	0	0	114	2	0	0	4	0	0	0	8	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	52	0	0	0	0	0	0	0	0	70	0	35	0	0	15	1	0	0	2	0	11	11	0	0	3	0	0	105	2	7	0	0	0	0	0	0	0	0	1	0	1	0	2	0	89	0	0	0	0	0	0	0	4	0	0	0	0	2	3	0	7	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	5	0	128	0	20	0	0	0	0	0	0	105	0	0	0	0	0	1	0	0	0	62	3	1	0	0	0	0	38	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	1	0	0	0	9	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	0	0	0	0	0	0	0	8	0	0	1	5	0	0	0	4	2	0	0	0	0	0	0	47	0	0	0	0	0	0	0	59	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	4	0	27	0	1	0	3	0	19	0	0	1	0	7	0	0	0	0	0	0	0	10	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	44	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	13	0	0	0	0	1	0	0	0	0	0	0	93	0	2	0	0	21	15	0	0	0	0	0	51	0	0	4	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	32	0	25	0	1	0	0	0	0	0	0	0	0	0	0	0	40	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
1St_125_Bozeman	Sewage	0	61	25	0	6	0	0	0	2	3	0	8	0	0	1	0	0	0	696	1	29	27	0	7	1	0	3	32	220	0	20	0	557	0	182	0	20	0	0	10	0	452	0	0	0	0	0	0	10	97	128	0	0	6	0	0	0	41	6	0	0	0	0	262	0	112	0	13	0	0	4	0	0	16	58	10	0	5	0	18	0	1	0	0	48	263	91	0	15	0	12	40	0	0	0	0	255	14	0	1	0	0	66	0	4	0	8	0	0	0	103	0	0	0	0	338	2	0	0	3	0	0	0	12	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	136	0	0	0	0	0	0	0	0	184	0	27	3	0	8	0	0	0	5	0	24	19	0	0	4	0	0	179	0	18	0	0	3	0	0	0	0	0	0	0	0	0	5	0	153	0	0	0	0	0	0	0	0	0	0	1	0	11	5	0	55	1	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	106	0	1	0	190	0	21	0	0	0	0	0	0	135	0	0	0	1	0	0	1	0	0	110	4	0	0	0	0	0	77	0	4	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	2	0	0	0	14	0	0	3	0	0	0	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	47	0	0	3	0	1	0	0	100	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	11	0	77	0	2	0	3	0	17	0	0	1	0	1	0	0	1	0	0	0	0	17	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	0	1	0	2	0	0	2	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	1	0	0	2	0	7	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	52	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	45	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	22	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	47	12	6	0	1	0	0	39	0	0	15	0	0	0	0	69	0	0	0	0	0	1	0	0	0	0	0	2	0	0	6	1	0	0	24	0	29	0	5	0	0	0	0	0	0	0	0	0	0	0	73	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	2	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
1St_154_Augusta	Sewage	0	14	10	0	1	0	0	0	1	2	0	3	0	0	1	0	1	0	88	0	164	5	0	2	0	0	0	9	47	0	3	0	77	0	23	0	505	1	0	1	0	60	0	0	0	0	0	0	2	19	8	0	0	3	0	0	0	16	0	0	0	0	0	51	0	11	0	3	0	0	19	0	0	4	3	0	0	2	0	3	0	0	0	0	27	31	14	0	12	0	1	1	0	0	0	0	29	4	0	0	0	0	8	0	7	0	1	0	0	0	27	0	0	0	0	42	0	0	0	0	0	0	0	3	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	15	0	0	0	0	0	0	0	0	25	0	5	0	0	7	0	0	0	0	0	11	1	0	0	0	0	0	22	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16	0	3	0	23	0	3	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	28	2	0	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	3	2	0	0	0	0	10	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1St_170_Madison	Sewage	0	74	21	0	7	0	0	0	1	2	0	7	0	0	6	0	1	0	303	0	33	28	0	11	1	0	1	22	81	0	15	0	236	0	81	0	175	0	0	4	0	196	0	0	0	0	0	0	3	43	49	0	0	5	0	0	0	23	4	0	0	0	0	166	0	357	0	6	0	0	27	0	0	14	43	2	0	0	0	11	0	0	0	0	237	138	33	0	4	0	9	14	0	0	0	0	93	8	0	1	0	0	46	0	4	0	4	0	0	0	40	0	0	0	0	119	1	0	0	2	0	0	0	12	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	44	0	0	0	1	0	0	0	0	74	0	16	0	0	8	0	0	0	1	0	8	12	0	0	1	0	0	99	1	9	0	0	1	0	0	0	0	0	0	0	1	0	2	0	67	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	20	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	3	0	81	0	15	0	0	0	0	0	0	33	0	0	0	0	0	0	2	0	0	54	3	1	0	0	0	0	50	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	7	0	0	6	0	0	0	1	0	0	0	0	0	0	0	2	0	6	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	38	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	42	0	0	0	1	0	9	1	0	1	0	1	0	0	2	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	3	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	32	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	19	0	0	1	0	1	0	0	0	0	0	0	23	0	0	0	0	22	5	3	0	0	0	0	38	0	0	4	0	0	0	0	35	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	0	0	6	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
